TransactionID,AccountID,Date,Amount,Type,Reference,Location
4979,25,2023-10-21,8442.45,Deposit,c5920bcb-15a4-4f40-a4c3-6347253c0f55,West Alexandra
4980,91,2024-01-30,4373.17,Withdrawal,5590298c-af7d-4f01-80e8-32e69e394afa,Zacharyborough
4981,75,2024-12-13,5679.64,Deposit,809e0259-18ce-4e33-9765-22a8e3447193,New Robinfort
4982,76,2022-04-25,9389.53,Deposit,30c55205-f071-4b52-a551-7c381d7927d6,Hensonville
4983,134,2022-04-22,3833.54,Withdrawal,1cfadec7-33ec-4839-90c2-0a246fc02ba4,Lake Jasonstad
4984,128,2023-05-17,9128.15,Withdrawal,12eb9a12-eacf-4e5b-8171-6bb912297d38,Lake Sydneymouth
4985,62,2024-05-05,7733.17,Deposit,ba3b4895-a7ac-4cc2-bcc3-3108f1670c1b,Paulland
4986,69,2024-07-12,5668.33,Deposit,9e42e737-7e64-4517-be66-eabc4640b2fb,Collinsview
4987,107,2024-07-19,9871.55,Withdrawal,897398c3-d404-4628-ba48-9ec2504ac573,Melaniemouth
4988,5,2024-01-02,6857.64,Deposit,357d4113-cc1a-4bb8-940d-a30494ae17be,Davidsonview
4989,100,2023-01-11,8787.41,Deposit,d3083dc8-c46f-4fe7-b82f-9c5ef42fb2ff,South Eric
4990,100,2023-06-03,8895.0,Withdrawal,b07c4c78-3f64-472b-a50e-2fb69f05b124,Barrfort
4991,12,2024-04-05,4891.11,Deposit,49f01932-9cdd-4a2e-8007-9712dff48ef8,West Monica
4992,145,2024-02-23,9845.86,Withdrawal,d5297b57-ba1d-48a9-b6cd-f058af3793a9,North Linda
4993,56,2022-08-04,4091.42,Deposit,126127f8-82f6-4f5a-83d5-192b30f3847e,Lake Williamton
4994,33,2023-07-26,2643.14,Withdrawal,e0099eb2-24ad-4a5e-ae00-0a808c7cf672,Corymouth
4995,37,2023-12-04,1201.38,Withdrawal,cc8682de-454f-4922-9c4c-dd921d6cb0be,Port Madisonfort
4996,50,2023-10-15,7685.69,Deposit,2a210555-bc44-4ad5-99eb-20a398a10c23,Port Brianburgh
4997,83,2022-11-09,7256.56,Deposit,8695ebe0-7e60-492e-9df7-f654cacd9fde,Michaeltown
4998,41,2024-04-03,1052.01,Withdrawal,9ff4c4fe-3bb5-477b-80d0-9639e811df8f,South Nicholasfort
4999,132,2023-11-09,1721.92,Deposit,29c73f6a-8dd5-4e87-9054-49a55c59aaaf,Lindamouth
5000,87,2023-04-05,475.64,Deposit,55ddd72a-1333-4451-a884-9be30912417e,Williehaven
5001,34,2024-09-14,4243.9,Withdrawal,f9e46302-552d-479c-852f-dcc8410668a8,Alberttown
5002,29,2023-05-17,6959.01,Deposit,c13f664a-5353-41d9-bd13-d43e4f72ad1e,Elizabethshire
5003,96,2022-12-17,8039.19,Deposit,5c81276f-aaef-4c5a-bec1-223c79686637,Lake Johnton
5004,42,2023-05-20,3492.53,Withdrawal,a55c54b7-4ad6-42ad-91c3-5ed9038d11d4,Lake David
5005,4,2022-03-05,2536.35,Withdrawal,473bb949-cd93-4890-a3d1-972f0de1a05c,New Emilyland
5006,130,2022-09-14,8524.75,Deposit,937de14f-96f2-432f-95e2-19b48ba2728d,East Deborahbury
5007,109,2023-07-05,4689.22,Withdrawal,19baedca-89f8-4f71-8842-a3603c0e17d2,Martinbury
5008,107,2022-03-10,5912.22,Withdrawal,5d8367ce-0ed2-4d3a-a3d2-f1381aa35a76,Lake Erin
5009,114,2022-05-09,4761.73,Deposit,380018ec-1c59-4491-852f-59b6861ed828,Port Sabrinachester
5010,43,2022-06-26,7434.0,Withdrawal,050e398d-a5a8-49a3-b750-be7c6f4f0700,Pricefurt
5011,84,2023-01-02,1938.89,Deposit,0ecc948c-dc00-4069-bdba-5ec1431ad054,Jessicaside
5012,142,2022-08-11,1928.85,Withdrawal,13db86d6-e260-4d5c-9362-fc7bcdf8670e,Morganhaven
5013,110,2023-09-06,8751.35,Deposit,80c606a1-fc5b-4779-a850-2f8978df90ab,West David
5014,46,2025-01-02,7772.19,Withdrawal,50e60308-dde9-4073-80d4-e5c3a24f1ac9,Perryland
5015,150,2024-07-17,509.33,Withdrawal,97b751e2-a670-488b-901c-5174de6902c0,Freemanshire
5016,8,2022-05-04,9865.65,Deposit,aa3c7d55-ba91-431c-a3b6-980275743075,Port Jeff
5017,71,2022-08-18,4134.72,Deposit,1e5827ef-1c4a-4d25-bda0-99cad577cecc,New John
5018,37,2024-05-31,107.85,Deposit,fe1a11c4-ec57-4844-9166-c83ef2ebc216,New Gavinfort
5019,86,2025-01-18,2778.74,Withdrawal,3007c568-1512-493d-ad9e-6116826155c8,West Tamaraland
5020,23,2024-12-25,5029.37,Deposit,ed028047-bd01-470a-93d5-d405cc003873,Matthewton
5021,106,2025-01-25,2181.56,Deposit,553cb785-0baa-4110-a017-39669d716894,North Brittneyland
5022,19,2022-05-03,1950.21,Deposit,f6c41873-3327-499c-89ee-e0eb41035dfb,North Kimberlyfort
5023,24,2022-08-03,1661.43,Deposit,3d1b2b52-28e1-47b0-ad5a-ce8a4646f74b,Jacobsonside
5024,55,2023-09-11,171.53,Deposit,be77ebaf-0be3-418f-96c8-0f1887083985,Gonzalezbury
5025,27,2024-11-03,5711.03,Deposit,07c08b40-ced5-4e40-8952-6a6763d4e70b,Harperhaven
5026,78,2022-05-18,2911.22,Withdrawal,9bebdceb-077b-4510-b0dc-0ae954971a2e,East Rachel
5027,21,2024-09-21,4835.8,Deposit,c8fa0a59-084b-46ff-8afb-15c17991988e,South Susan
5028,147,2023-09-30,7239.32,Deposit,33d5b18b-f066-4a16-bdf5-e47f82d15716,New Ashleyfurt
5029,143,2023-11-28,5786.88,Withdrawal,3f413185-aa6b-4923-b608-5c4cff532345,Joshuaburgh
5030,26,2022-12-21,5397.15,Deposit,e46db143-594e-41cc-91d0-42e3e54b1fb6,Johnton
5031,31,2022-02-12,4859.67,Withdrawal,0472bad9-ca7a-4014-b092-a8e065592b5f,Castilloport
5032,44,2024-01-27,8483.53,Withdrawal,a180d849-484f-4af0-adcb-4542a4517307,Port Janetfort
5033,111,2023-03-21,6309.76,Deposit,7c27d205-bc0b-49f2-9cd4-ad9e4305cf25,Tracyport
5034,45,2022-05-31,9157.16,Deposit,ddbca744-b396-458e-a75d-bbe8a9dfd596,Timothychester
5035,57,2022-08-15,7650.97,Deposit,901ba7c2-0614-4ccc-81f5-935c4fa4ae16,Port Tammyshire
5036,5,2023-07-11,2947.95,Withdrawal,f10a526f-2d5a-427b-9d3a-629e6a6efad7,Brownside
5037,82,2023-08-24,3966.8,Withdrawal,93ebace6-ea6d-4e85-9a8d-31c077c43e0a,Jessicaburgh
5038,142,2023-09-13,9535.2,Withdrawal,c1cf4e0c-a2f0-44e0-9823-68db24b69929,South Raymond
5039,66,2024-02-09,5125.98,Withdrawal,d9819a88-88e7-43bc-961f-4495769ecf35,Reyesmouth
5040,54,2023-01-17,6239.65,Withdrawal,76f1d859-6733-4f76-a69e-af6005e018c7,Smithbury
5041,85,2022-09-01,533.07,Deposit,b4f392a2-7f59-4e56-b94d-3a9f98f30e6a,Port Alanshire
5042,48,2024-10-06,9116.0,Withdrawal,43a71eb9-b8cd-4b39-988c-39d9a3d69321,Brownmouth
5043,9,2024-05-06,5436.96,Withdrawal,b839f6d2-6c92-41f9-96da-3848776eea78,Kingfurt
5044,58,2022-03-11,979.81,Withdrawal,95e7bd10-f966-412a-89c9-b80a7418c8d9,South Davidton
5045,116,2024-08-10,8253.23,Deposit,ad993da7-5137-4e74-b60f-7e816feebc81,North Teresamouth
5046,30,2025-03-02,9097.68,Withdrawal,5dcf6793-56a7-474a-b7cf-1ac9b298f11b,Lake Raymondmouth
5047,20,2025-04-25,1169.57,Deposit,d2c75ad0-91b1-4190-94f9-7757de56eb4b,North Lee
5048,51,2024-04-09,3587.33,Deposit,ff970f0f-92e9-4c4a-a142-5d2c921c04ee,New James
5049,10,2024-10-05,9823.57,Deposit,ccba64a0-bca1-4279-a5e6-f8e1cb3b7ba4,Lake Kimberlystad
5050,107,2025-03-07,6542.68,Withdrawal,7dcd5710-83fd-4dc3-b238-758917a1c58b,Skinnerview
5051,17,2023-06-16,5545.14,Withdrawal,d4672b18-7cce-48d6-87a2-ce7c211435e3,New Robert
5052,84,2025-04-16,6938.47,Withdrawal,0bf25e1a-2dbd-4723-bfb5-e3995e2b5140,Phyllisburgh
5053,108,2023-02-17,4212.57,Withdrawal,20c41cfa-69e4-4c88-9604-6b55e1dbe447,Jessicabury
5054,10,2022-08-14,7449.74,Deposit,b5428bd4-50ce-4184-b96b-505765fb76fe,Wongside
5055,89,2024-08-27,3395.39,Deposit,2a2bc98e-83e6-44e8-8937-3023e34aaa95,Davisside
5056,76,2024-04-02,3237.64,Withdrawal,6929c2d3-d380-4402-bf1f-e363bbf66133,North Jasonborough
5057,108,2022-05-03,9798.0,Withdrawal,7d539d1e-8e06-4d2a-82eb-9ee151fa388d,New Maureen
5058,116,2024-06-07,1628.58,Deposit,f3fac961-7794-4dc4-9b0c-5ccb5076d255,New Richard
5059,88,2023-03-18,4186.65,Withdrawal,a4428781-f8b2-418c-ac86-5412674bc108,Parsonsfurt
5060,31,2023-05-01,7727.51,Withdrawal,bd677943-6cf9-45f6-9a7f-e5eed193d395,Shannonside
5061,19,2024-11-01,1656.49,Deposit,6f46dcc5-d53e-475d-b885-3b5f96a09552,Lake Tracy
5062,5,2023-01-21,9217.25,Withdrawal,5f6ba819-230b-46e8-8a9c-31c172d1ca6c,Lake Melanie
5063,93,2024-05-20,7949.48,Withdrawal,a09f383f-1b7a-4aa1-9f0a-36f326aebc64,Robertstown
5064,107,2023-07-14,5510.86,Withdrawal,050bae5f-2a99-404f-a2da-023b52f2872c,Mitchellchester
5065,77,2023-02-11,3831.94,Deposit,387a1884-430a-439f-9043-236ab7a327fe,South Seth
5066,55,2024-12-11,9576.39,Withdrawal,6f906a5d-6908-4e18-abb1-8232d5d09ffe,South Danielton
5067,72,2023-02-14,7956.51,Withdrawal,e04a84fc-e76c-47ec-a75a-5e5ff700c8cb,Bradleystad
5068,90,2024-02-15,9128.59,Deposit,fcf2573e-86ed-4f9e-8baf-1c3c46084b7f,Nicholsonbury
5069,29,2024-08-30,466.36,Deposit,921ac266-3852-4c4a-bdfe-a5822098ca59,New Elizabethburgh
5070,46,2022-05-16,3157.12,Withdrawal,f45fe2ca-c765-46e9-bd54-4dda5649beed,Laurenfurt
5071,77,2023-06-14,7075.04,Withdrawal,861b4c0a-b1a7-4a0b-a6b0-e9dd40c30f00,New Aprilchester
5072,120,2024-12-03,744.47,Deposit,f669e0c5-880c-4343-b797-03bd197961c6,West Emilyton
5073,110,2024-11-08,9282.23,Deposit,457b417a-f7cc-4791-821e-49ea042facce,East Victoriaville
5074,26,2022-05-13,885.19,Withdrawal,d1c45ed8-95d4-4fbf-af7f-17f5c2df7b64,Port Julie
5075,148,2023-04-06,7489.34,Withdrawal,f8f4d5d8-5d3c-4275-bc42-83c88bb3cd6e,South Danielport
5076,108,2024-01-22,1689.74,Deposit,8aa0fca7-9cc8-455d-a37f-2945d04b73f8,North Daniellemouth
5077,143,2023-07-18,8423.67,Withdrawal,7a8d140e-f6fc-452c-9011-8ef850c97d75,Wyatttown
5078,133,2022-06-19,6386.04,Deposit,ea0c775c-b02b-4b91-9933-778a1e401996,North Jill
5079,88,2022-12-12,2206.35,Deposit,546ecc04-0a2a-4f35-bdae-13151b4db295,Port Alexander
5080,16,2024-04-17,5913.33,Withdrawal,12485938-592c-43f1-9ad0-ae56f0fb870d,Williamsstad
5081,93,2024-07-31,5014.92,Deposit,31c8568c-d93f-4b85-95fd-17cc89fe1192,Brownland
5082,36,2024-10-22,8216.14,Withdrawal,c230cd07-0079-4579-b3b4-2fd95cbe1dab,East Aaronfort
5083,20,2023-05-07,9911.69,Withdrawal,fa0b99b8-d16e-4437-9073-7f7c8d6af207,Port Williamborough
5084,134,2025-03-22,3473.4,Withdrawal,2797dc91-4988-4b75-a4df-457cd8f2dde8,Brownmouth
5085,106,2022-11-09,870.58,Withdrawal,f8e2e18e-367a-4b2e-b7d2-2e1305f7e4ec,Simsmouth
5086,69,2025-04-19,9044.77,Withdrawal,f65b9023-42b1-4f43-b26e-4d3becf03522,Port Garrettbury
5087,28,2025-01-12,8717.69,Deposit,39425f32-a5d0-4aeb-aa04-87f571b78207,Lauramouth
5088,46,2023-10-09,7648.54,Withdrawal,1cb5170b-ae9b-456c-a8f4-2111461ec3a6,West Brianmouth
5089,75,2024-04-15,1853.78,Withdrawal,53dbf811-caea-4789-bf0c-7913fc2568d8,East Nancy
5090,86,2024-08-30,6024.36,Withdrawal,8319cb74-2664-4a28-9947-eb6ad094c51d,Kimberlyburgh
5091,5,2024-03-17,2701.86,Withdrawal,3cd12cb2-ed97-4e00-a214-81f52b41ed62,Hamptonburgh
5092,21,2022-04-30,554.04,Deposit,43903e1c-e7fe-49a7-97d4-719ee2aa6bd9,Jacquelineport
5093,106,2023-10-16,1213.84,Withdrawal,3e86f8e9-75f5-4582-a3c7-bddcc45341ce,Gateshaven
5094,67,2023-12-09,2433.08,Withdrawal,bf1ec3c0-c817-4668-a9dd-5c9709da8042,Lake Kevin
5095,86,2024-05-24,4643.61,Withdrawal,79c9e27d-d766-49d7-9d79-6e059ed975c8,Crystalbury
5096,25,2025-01-13,529.72,Withdrawal,75bbd4d6-a386-41ad-9850-5af62e99a238,Ellistown
5097,83,2024-01-15,5062.99,Withdrawal,82d0fd33-fa1a-40bc-b26f-a55b671b7353,Lake Karina
5098,96,2023-08-01,4026.11,Withdrawal,05cf6da2-80bd-4f49-a662-52bcbd9731d3,Charlesstad
5099,109,2024-10-26,7695.28,Deposit,a80a85a9-71b8-4002-b3b0-6518faeccd98,Blevinsshire
5100,92,2023-05-27,9270.19,Withdrawal,19f6eb46-b8e6-4042-8033-2b159517b1eb,Port Michaelland
5101,68,2023-07-25,7330.07,Withdrawal,7b2743ff-9a3a-4c38-bbdb-1a65d8719608,Kelleybury
5102,46,2023-05-11,6151.58,Withdrawal,d4e8b76f-c2b4-4493-932c-34c860d0bb8a,Tonyatown
5103,40,2022-08-13,1119.14,Deposit,b9ddc248-4005-473c-8bef-082a46a877ac,Tarachester
5104,78,2023-05-15,2786.02,Withdrawal,35253ec2-3678-4402-9592-27a0132f2943,Barbarastad
5105,138,2023-01-12,4118.75,Withdrawal,b02f1744-9bdb-473c-9eab-3a5108346d8e,Joshuatown
5106,23,2022-04-09,5411.87,Deposit,92e7bd7b-bf5e-4c4b-98e7-bf656e9149b6,Martinberg
5107,10,2022-03-11,9959.09,Withdrawal,b027b8ba-c5ad-4557-8448-26de0c640782,Reyeshaven
5108,17,2024-09-16,5487.09,Withdrawal,eb56c203-a8ac-43df-9d4b-33eafdb1786a,Stefaniefort
5109,57,2022-10-22,220.01,Withdrawal,fc2d3ca2-384c-4a29-950a-3ae1679db494,Robertstown
5110,114,2025-02-11,9013.62,Withdrawal,ee638311-9b99-4beb-b25c-96e91b99afda,Mariafurt
5111,117,2023-10-15,1336.5,Deposit,92826295-a3dd-4c1b-b5af-cda11ff698f3,Tristanside
5112,12,2025-03-08,7679.9,Withdrawal,d21596f9-a21d-4376-9edc-f38a65f56a28,Lake Jenniferport
5113,67,2023-11-25,2894.24,Withdrawal,cf652938-c034-4204-8def-0eb1d7f38b57,South Georgestad
5114,126,2022-04-29,5883.0,Withdrawal,35de8a6a-7c3a-45b3-a28c-1c02f14eba2f,Ayersberg
5115,114,2022-11-15,3255.04,Deposit,4b4f372e-8b2b-485a-9162-98fe57a71ac4,West Tiffany
5116,46,2024-05-16,7405.24,Withdrawal,03e1ccaf-9aed-4f3b-a5c1-c1097b7c6916,North Meghan
5117,100,2024-02-24,9558.91,Deposit,67be655a-e489-4d7b-8713-ad76cd8cc445,Simsmouth
5118,148,2022-10-13,6512.41,Withdrawal,4ec253f7-53a2-4d10-9390-6a613f49381b,Shawnside
5119,11,2024-05-06,8026.56,Withdrawal,85894164-6827-4526-9c6f-5bb5a9343ab7,Maryville
5120,110,2024-12-26,2554.41,Deposit,a0cebce0-cf9b-443d-9b17-b7994746cedd,Port Ashley
5121,69,2023-05-17,4083.37,Deposit,bca921cd-baf8-4b68-a05f-06e3f9207ac7,Barajasville
5122,1,2023-01-04,118.03,Withdrawal,20ec1695-635f-4a86-8996-1d29bfa14055,West Edwardview
5123,53,2025-03-17,7963.48,Withdrawal,0ac9d60a-3044-42e8-ba81-01a4243c9228,North Kimberly
5124,58,2022-01-28,1237.68,Withdrawal,22313ec9-22e5-4e2a-99f7-0bbdfcde3420,East Williamfurt
5125,122,2025-04-21,5673.28,Deposit,d764f10c-6b3e-4923-a117-ae6fc190cc37,Sandytown
5126,109,2025-02-24,8373.35,Withdrawal,208df897-f94f-42f5-b413-17b081f42659,Hunterville
5127,147,2024-11-04,651.07,Deposit,a30c3830-a8b9-4a2a-a720-cb96dc8483bc,Thomasfurt
5128,94,2023-09-08,8692.94,Deposit,2a44e166-17af-46eb-ba1a-98054b2714d5,West Davidstad
5129,11,2022-04-03,2197.54,Deposit,0dd6120e-c02f-4634-b90e-2b8781a78362,Petershire
5130,3,2023-01-19,328.9,Withdrawal,6ea9920c-025e-4a08-abc5-70ed06221c90,Jamesville
5131,38,2022-07-22,4248.64,Deposit,a9b1bf9e-8efb-428d-b05e-066057bf83e3,Alexastad
5132,33,2023-02-08,3195.26,Deposit,2cb90e21-1364-46af-a33f-79bf97013595,Nicholaschester
5133,92,2022-07-05,9898.04,Withdrawal,4a669115-955d-4c2a-a465-02159f36e724,South Jennifermouth
5134,26,2024-02-04,3365.91,Deposit,2a70d74b-774d-4c27-9a7a-681b79edfa6d,Lake Marisa
5135,43,2022-06-12,157.53,Deposit,b5690941-c2c3-4889-bc60-8c296f7ce705,Port Amyborough
5136,23,2024-06-21,41.42,Withdrawal,6a0efe8b-a481-453c-880b-e7ef07a40ff6,Lake Stephanieside
5137,136,2022-05-11,7412.92,Withdrawal,b6dc7ea3-fb92-4a1b-99fe-91e4997dd376,Jensenville
5138,145,2025-04-16,2056.17,Withdrawal,f33bac5b-709d-44c0-ab82-29d572c77271,West Seanchester
5139,64,2023-01-20,5465.19,Withdrawal,187cb4c7-0fdc-4767-a928-5645d2263204,Dudleyview
5140,50,2022-12-14,4437.99,Withdrawal,9f16774a-ec46-4d5b-9eee-34392c609fb1,Brittanyberg
5141,31,2022-08-10,9999.87,Withdrawal,5b98d7b6-94ed-4132-8ff5-4717deb135eb,Grantport
5142,117,2024-07-08,4462.48,Deposit,3fe7fcc9-f9bb-47ed-b7c5-877595db1e0d,Romeroport
5143,59,2023-03-24,3108.47,Deposit,8b2b4181-7d5b-40ec-95e2-36db4fa7376b,Mcdonaldchester
5144,89,2024-02-06,9053.9,Deposit,df65c616-d046-42cb-8499-426a9c3e4ff1,East Marc
5145,28,2023-02-06,418.64,Deposit,72e00e9e-c236-4079-ac6b-e9a14ab0955a,Coxland
5146,3,2023-10-25,3681.53,Withdrawal,bd1e7229-ebb9-4737-9b47-0c38d11d0139,Lake Juanburgh
5147,101,2023-06-28,9124.87,Deposit,bf30090d-ffee-471f-a31a-afb00ab20f1d,Debraton
5148,126,2024-08-23,9387.58,Withdrawal,186e221c-bc2b-4cc8-87c7-a859390a8f39,South Robertmouth
5149,67,2022-02-13,3077.16,Deposit,99d6f731-9d8c-4b3f-a8b4-d5b4c1989989,Grayville
5150,72,2023-07-10,5420.32,Withdrawal,c45b5448-a08c-4571-af73-bd1d6004d103,Michaelberg
5151,84,2024-04-10,6857.6,Deposit,e6aec37d-2a9f-4958-a81c-7a4b0d04db36,Shannonborough
5152,78,2023-03-15,7007.64,Withdrawal,7d2b78f8-c967-4098-98cf-f683dd6f4104,West Ryan
5153,123,2023-02-22,4407.69,Withdrawal,cbf60975-7740-4d42-ab31-bf3fb52fb047,North Karinastad
5154,98,2024-01-11,1863.4,Deposit,8bc62e52-5ea2-4793-8e99-9e0d43b697eb,Owenschester
5155,144,2023-07-10,3382.24,Deposit,f707caf3-c66b-46ef-8db7-a6caa732cc54,Shannonville
5156,3,2022-12-17,1567.57,Withdrawal,75ddecbe-30bc-4533-a043-77f61c5f1e97,New James
5157,97,2024-01-19,1535.98,Withdrawal,63751198-bcf4-491a-aae2-f6e3128cdeca,South Ashley
5158,104,2022-02-14,3109.82,Deposit,3dba3478-9ee1-454d-aa70-3be09a9ae249,Port Thomas
5159,106,2022-02-28,9809.89,Withdrawal,dda63d53-e5fe-449e-afe2-c112417f1394,West Sarah
5160,89,2024-11-03,3015.83,Deposit,42073934-12aa-46cf-9aba-7266ff1f83af,Lake Jeffreychester
5161,31,2023-03-09,4417.55,Deposit,887ca30c-a5d4-40ce-bddb-dc9dd97793a6,Fowlerport
5162,20,2023-09-24,3741.99,Deposit,5a2ed3ce-13a7-497d-b29f-afb38dcc7ef9,East Roberttown
5163,22,2024-07-09,2241.2,Withdrawal,d1aa79da-517a-4492-a218-079f56c1ae52,New Bethshire
5164,61,2024-04-15,3033.7,Withdrawal,f9f977ed-d0ce-4638-a05a-d682e58d8d99,East Christopher
5165,123,2024-02-25,435.44,Deposit,6013da69-7668-4210-ba26-407a30cf4460,Grantmouth
5166,90,2024-03-18,438.12,Withdrawal,60f2a2bb-8cb8-452d-9983-44976f1fae43,Rodgersport
5167,115,2024-11-18,8550.59,Deposit,2dc29edc-54a0-46d9-a95b-26bf5e88abf8,Lake Karen
5168,22,2023-11-06,168.83,Withdrawal,df69e2c4-5a00-4097-a4be-f19ae2898cfc,North Maria
5169,63,2023-11-03,2119.31,Deposit,7cb731fc-f26d-47ee-8b5a-3f4fcb1d33f0,Pooleport
5170,132,2022-05-19,1836.36,Withdrawal,5c623f34-c21b-4787-a347-5e56a15fdcfd,Port Williamton
5171,44,2023-11-01,6253.58,Deposit,630bf7b2-afff-4a3f-91cb-c2bddbd9e43b,Jimmyhaven
5172,61,2023-10-08,9186.6,Deposit,866c8ea9-7056-410c-b486-f8b134d2c325,Lake Timothy
5173,16,2023-12-26,2734.62,Withdrawal,2f8ff61f-ddac-4bad-9ea8-20e5631a369c,Wrightshire
5174,30,2024-10-09,7461.2,Withdrawal,f37ede65-3f7e-4b01-9b6e-e558afdddae6,Stephensfurt
5175,19,2022-07-18,6054.01,Withdrawal,6fd49a96-f965-4296-8a79-7b2ebf2a570a,Lake Daleberg
5176,111,2023-04-30,1300.77,Withdrawal,0093d1c6-afe7-46fc-a7ce-f32f808366b1,Port Kyleside
5177,79,2024-11-05,2982.0,Withdrawal,6af1c586-7389-4df6-bc14-2a3bee2478a5,South Benjamin
5178,122,2023-12-11,8833.04,Withdrawal,2bd70d05-51bc-4702-8b12-889925809080,Abbottton
5179,129,2024-08-12,7798.03,Withdrawal,33f74e21-ad1d-4937-aec9-0bd9c81443fa,Lake Lindseyshire
5180,16,2023-11-16,8623.23,Withdrawal,713754c2-4951-497b-983d-a145e5c1f8b3,Nobleview
5181,93,2022-06-06,8851.29,Deposit,cacbe551-c46a-49ad-bc47-01db6cf520fb,Bondside
5182,76,2024-04-07,5318.28,Deposit,88ed973f-af6a-4cc7-8aa8-a76b3a29c59d,Andersonberg
5183,133,2022-03-17,5008.08,Withdrawal,a61998be-0ffa-45fc-8d36-0ef2db700f5a,Davismouth
5184,134,2022-11-10,8592.61,Withdrawal,3891581a-b438-474d-a216-320f3e880bf3,Jenniferview
5185,44,2023-05-24,2995.88,Withdrawal,386f661d-931d-4acb-8aef-a3abf9611421,North Cynthia
5186,115,2023-02-08,7049.58,Deposit,2cbe5cba-7224-473f-a4d4-3256ee3b107c,Richardland
5187,62,2022-01-29,4114.92,Withdrawal,9caa3c5f-c2b3-4a17-a481-03f4d7df5179,Grantfurt
5188,112,2023-01-16,9533.27,Withdrawal,b7e26b39-78c1-4749-bf73-909a53a94b09,Spearsburgh
5189,42,2024-05-09,6001.89,Withdrawal,ac5d3b52-4310-48c9-819d-a876a2537089,Murphytown
5190,42,2025-02-06,4545.79,Deposit,49809b65-8ea4-4e14-8304-1a1562515550,Stantonview
5191,109,2023-12-17,9460.52,Withdrawal,340ffcbc-52dc-4417-9066-41eba07fea25,Lake William
5192,107,2023-01-03,5867.02,Withdrawal,10cbdcb4-b7e2-48d7-9626-743cc7bbe412,East John
5193,80,2024-04-06,5324.73,Deposit,7dbee718-bcbe-482f-9171-a39d5d75743a,Lake Daniel
5194,114,2024-07-03,1822.23,Deposit,2cb3f260-7655-4939-94d8-cb3a1ac063c6,Port Sheenafurt
5195,33,2022-09-30,4100.32,Deposit,243e4c2e-49f1-4cd2-88f6-f555d97d4532,Heatherland
5196,90,2023-09-02,8240.52,Withdrawal,f8380f6c-fbe8-4605-9b4d-07a620a9858d,Alexanderview
5197,53,2024-07-05,2834.57,Withdrawal,ebf2c0a7-0776-4081-8696-66598ee413d0,Howardstad
5198,72,2023-04-21,2609.04,Deposit,00442999-cce5-4f95-84ff-06318968261e,Meredithland
5199,28,2024-09-18,3760.97,Withdrawal,98746515-ff54-4424-bab7-51181c4f774c,Nicholeland
5200,16,2025-04-20,4151.95,Withdrawal,05cacbfe-1c20-4fa0-959e-250b9623b67f,Scottton
5201,124,2022-03-15,6709.22,Deposit,21dfbe2b-d835-4872-9c9a-d281dd8be924,Lopezberg
5202,44,2023-02-15,9330.82,Withdrawal,3f49e4f6-9f0e-41ed-ab9f-1720d9f45e16,Morenoview
5203,56,2022-07-16,1889.39,Deposit,0b514f67-abe9-41ea-b6d4-fe4008b137dd,Elizabethberg
5204,22,2022-06-15,9012.73,Withdrawal,9774912f-ca56-4b5f-85df-f5a52257a28d,Frankbury
5205,142,2022-08-31,8528.85,Withdrawal,5fd9f172-d001-4619-aa75-459fb258d324,Port Alexandrabury
5206,10,2023-08-04,1583.52,Deposit,ee0e2c93-ad0b-4a4b-9f32-78aadd0f2087,Fernandezport
5207,50,2023-04-26,1078.07,Deposit,f394fad8-9a09-4b27-982c-f977c6fce720,South Stacy
5208,34,2025-02-17,2402.1,Withdrawal,e37a02fc-7ed4-4e14-9af2-3717f8ec6d67,North Teresachester
5209,24,2025-03-10,5246.08,Withdrawal,52f61877-0975-42c1-8f64-a52118877585,East Geraldfurt
5210,109,2023-07-17,7915.46,Deposit,17cafad5-3345-4e3a-9534-53fa40475a9f,Port Leah
5211,147,2022-04-01,1125.09,Withdrawal,67439fff-635d-4126-b9b8-21eb4675fef4,North Alexhaven
5212,5,2024-10-22,3243.6,Deposit,7f2193be-dea9-445c-9902-2fc50e7ad51a,Jonathanfurt
5213,129,2024-01-09,8095.45,Deposit,840f54cf-d01d-46ae-ad71-989c0d6eb598,Hamiltonshire
5214,118,2024-07-28,4588.58,Deposit,c1e0a8f4-f608-4b04-aa76-a7df941c5c25,New Donald
5215,59,2023-09-19,1671.48,Deposit,6cd80146-b7dc-4c7a-b168-704b45efa959,Andersonport
5216,84,2024-01-08,307.06,Deposit,e70fda84-700c-427c-a33b-1e5df820366c,Nixonfurt
5217,98,2024-12-13,9136.87,Withdrawal,50699dd1-a445-444f-a82a-7f87937888fb,East Ambermouth
5218,138,2023-12-17,6235.52,Deposit,5ecda3c2-888d-4f8c-a948-c374addf505e,West Tiffany
5219,35,2023-11-23,5136.92,Deposit,9a730c11-f2ac-4e57-b3d7-775fcd5571a5,Melendezside
5220,112,2023-11-27,4700.49,Withdrawal,ac49fc5f-f983-477b-8bf6-6824942316f3,Dianefort
5221,54,2022-10-10,6672.85,Withdrawal,27fc46f3-b1b8-415e-b25d-09a5907bd35f,North Jacob
5222,91,2023-12-31,6105.79,Deposit,97462176-e1a6-44a8-a499-94ac78b9a3fa,Mcculloughhaven
5223,49,2024-07-23,7634.32,Deposit,f8a294ec-81f9-4ba1-8822-592b4b1e0a7e,East Megan
